num,loss,val_loss
0,0.014147584326565266,0.014940988272428513
1,0.010324802249670029,0.0056434557773172855
2,0.004191432613879442,0.0016107152914628386
3,0.0023236374836415052,0.0021134410053491592
4,0.0020219378639012575,0.0011677384609356523
5,0.001971192192286253,0.002183515578508377
6,0.002131995279341936,0.0014235054841265082
7,0.002400746801868081,0.0011812668526545167
8,0.0015920319128781557,0.0011042288970202208
9,0.0015704440884292126,0.000731824547983706
10,0.0014509712345898151,0.0009201448410749435
11,0.0015664089005440474,0.0012003682786598802
12,0.0010954051977023482,0.0009804029250517488
13,0.0014743186766281724,0.0006062972242943943
14,0.001323956297710538,0.001749805873259902
15,0.0018149435054510832,0.0007528488058596849
16,0.0007754787802696228,0.0005886502913199365
17,0.000993667752481997,0.0005670214304700494
18,0.0011061594123020768,0.0014099118998274207
19,0.001475713448598981,0.0005830532172694802
20,0.0017589725321158767,0.0008666388457641006
21,0.0013000788167119026,0.0017049346351996064
22,0.0013492685975506902,0.0010122312232851982
23,0.0009546338696964085,0.0005154216778464615
24,0.0009200599160976708,0.0016043463256210089
25,0.0012561142211779952,0.0007475800812244415
26,0.0008776690810918808,0.0005298309260979295
27,0.0007017728057689965,0.0014222078025341034
28,0.0008628342766314745,0.0017189942300319672
29,0.0006728944135829806,0.00037756061647087336
30,0.0014395260950550437,0.00246470607817173
31,0.0007420543115586042,0.000529643555637449
32,0.00106650625821203,0.0003277903888374567
33,0.0006656277691945434,0.003491353942081332
34,0.0008553022053092718,0.000334353739162907
35,0.0008164729224517941,0.0009113442501984537
36,0.0009350790060125291,0.00039269027183763683
37,0.0006571063422597945,0.00028632779140025377
38,0.0007252137875184417,0.00032194031518884003
39,0.0009738559019751847,0.0006506287027150393
40,0.0006978545570746064,0.00031774688977748156
41,0.0009097920847125351,0.0003998418105766177
42,0.0005190233350731432,0.0002591671363916248
43,0.0007068103295750916,0.0008790904539637268
44,0.0009358713286928833,0.00024218835460487753
45,0.0009516873396933079,0.0002717302995733917
46,0.0006807271856814623,0.0004501793591771275
47,0.000665237894281745,0.0002475762157700956
48,0.0009937637951225042,0.0003769299073610455
49,0.0010047282557934523,0.0005303161451593041
50,0.0013589289737865329,0.0004221861017867923
51,0.0008241818868555129,0.0009822152787819505
52,0.00128266797401011,0.00044450326822698116
53,0.0008567441254854202,0.0005232073017396033
54,0.0010929529089480639,0.0004891636199317873
55,0.0006902845343574882,0.00022847032232675701
56,0.0010668787872418761,0.0002668438828550279
57,0.001029506791383028,0.0003131583798676729
58,0.0005346063408069313,0.00032185562304221094
59,0.0008782254881225526,0.00035647000186145306
60,0.0009331545443274081,0.0003810449270531535
61,0.0006907419883646071,0.0003357963578309864
62,0.0007190201431512833,0.000351885799318552
63,0.0007930254796519876,0.0006081730243749917
64,0.000665608502458781,0.00042971354559995234
65,0.0006005524192005396,0.0006049360381439328
66,0.0007255427772179246,0.00027965064509771764
67,0.0006598380277864635,0.0008771381690166891
68,0.0010944256791844964,0.00024752283934503794
69,0.0008417114149779081,0.0005834934418089688
70,0.0008685194770805538,0.0002467082813382149
71,0.0005214615957811475,0.0006221962976269424
72,0.0009673112654127181,0.0002459673851262778
73,0.0008734898874536157,0.00025277325767092407
74,0.000727845705114305,0.00033330521546304226
75,0.0007693059742450714,0.00025079151964746416
76,0.000907070585526526,0.0004057742189615965
77,0.0008269426180049777,0.0005198410362936556
78,0.0009470167569816113,0.0007478137849830091
79,0.0010308800265192986,0.00026613377849571407
80,0.0005599422729574144,0.0002601782325655222
81,0.0008993108058348298,0.0007040912751108408
82,0.000792204518802464,0.00030296127079054713
83,0.0008618304273113608,0.00029099558014422655
84,0.0008541704737581313,0.00026212772354483604
85,0.0004993678885512054,0.0006124813808128238
86,0.0005816604243591428,0.0003822655417025089
87,0.0006656397017650306,0.0006613738369196653
88,0.0008000502130016685,0.000298711092909798
89,0.0007045667734928429,0.00022642967815045267
90,0.0005005376297049224,0.0004952047602273524
91,0.0007760796579532325,0.0006037005223333836
92,0.0007710380014032125,0.00024220255727414042
93,0.0006322822882793844,0.0009306789143010974
94,0.0007942058145999908,0.0005560842691920698
95,0.0007370317471213639,0.00033992744283750653
96,0.0006462705787271261,0.000229033685172908
97,0.000718757335562259,0.00032191965146921575
98,0.000642815139144659,0.0002644890337251127
99,0.001172951771877706,0.00037916237488389015
100,0.0008750674314796925,0.0003301854885648936
101,0.0005627096397802234,0.0003766421868931502
102,0.0014198431745171547,0.00032915465999394655
103,0.0007711580256000161,0.00031201032106764615
104,0.0005914580542594194,0.000530813354998827
105,0.0009352380293421447,0.00042648299131542444
106,0.0008337569306604564,0.0002711537526920438
107,0.0006793389329686761,0.0002461831900291145
108,0.0005857874639332294,0.00037400246947072446
109,0.0007337722345255315,0.0007451560813933611
110,0.001553292153403163,0.00030992369283922017
111,0.0008957711397670209,0.0002928468456957489
112,0.0008443977567367256,0.0002987482293974608
113,0.0008361281943507493,0.00030426617013290524
114,0.0007251033675856888,0.0004147209401708096
115,0.0007447372190654278,0.00041815120493993163
116,0.0010976346675306559,0.0003916286223102361
117,0.0007514439057558775,0.0002884727728087455
118,0.0006090646493248641,0.0006010699435137212
119,0.0006254400941543281,0.00033607130171731114
120,0.0009601390920579433,0.00022276153322309256
121,0.0007786830537952483,0.0002775382890831679
122,0.0005464949063025415,0.0003436310507822782
123,0.0009242496453225613,0.0006300448440015316
124,0.0011271692346781492,0.0012788856402039528
125,0.0009017403936013579,0.00026974562206305563
126,0.0014933436177670956,0.0002553811646066606
127,0.0006393918883986771,0.0002573042584117502
128,0.0006032951059751213,0.00024638755712658167
129,0.0008829980506561697,0.0002205888886237517
130,0.0006347406888380647,0.0005998846609145403
131,0.00048414882621727884,0.0007949107675813138
132,0.0008327604155056179,0.0006305539282038808
133,0.0006596128805540502,0.0005093355430290103
134,0.0006224263343028724,0.000213407794944942
135,0.0008932994096539915,0.0002626350615173578
136,0.0007721500005573034,0.0002698138705454767
137,0.001192630035802722,0.0008898998494260013
138,0.0006711112800985575,0.0002688869717530906
139,0.000642074563074857,0.00026480527594685555
140,0.0007903253426775336,0.0003235767944715917
141,0.0008966854074969888,0.0002462654374539852
142,0.0007368724327534437,0.0005941831041127443
143,0.0010319780558347702,0.0002577794366516173
144,0.0005910181789658964,0.00021363342239055783
145,0.000640982820186764,0.0002641478495206684
146,0.0008293647551909089,0.00026580161647871137
147,0.0008485313737764955,0.0002605341433081776
148,0.0004782523901667446,0.00026398402405902743
149,0.0005318355979397893,0.00028148002456873655
150,0.0006741982651874423,0.0005679207388311625
151,0.0006445965846069157,0.00027175218565389514
152,0.0008550770580768585,0.0002393186732660979
153,0.0009384395671077073,0.00027717833290807903
154,0.001088166143745184,0.0002549942000769079
155,0.0006435713730752468,0.0005707569071091712
156,0.0005612881504930556,0.00028201265376992524
157,0.0006661620573140681,0.00032152203493751585
158,0.0007046794053167105,0.0003018117567989975
159,0.0007998390356078744,0.000226099175051786
160,0.0006014397949911654,0.000518924614880234
161,0.0008622498717159033,0.00042683331412263215
162,0.0006691914750263095,0.0004852965648751706
163,0.000636925979051739,0.000263640598859638
164,0.0007975852349773049,0.0021382432896643877
165,0.0011844534892588854,0.00030407955637201667
166,0.000470237631816417,0.0002241080510430038
167,0.0006717424839735031,0.00026432020240463316
168,0.0004850433033425361,0.0004612063930835575
169,0.0007057491457089782,0.0007506432011723518
170,0.0009339106036350131,0.0002600899606477469
171,0.0005981556605547667,0.0002832264290191233
172,0.0007825626526027918,0.00023527094163000584
173,0.0007266460452228785,0.00030882746796123683
174,0.0005565848550759256,0.0002977654803544283
175,0.000662701204419136,0.0004617613449227065
176,0.0007086452678777277,0.00027442839927971363
177,0.000544621841982007,0.00047393751447089016
178,0.0009233648888766766,0.0002274555736221373
179,0.000609525537583977,0.0002722132485359907
180,0.0005351273575797677,0.00020796677563339472
181,0.0006912244716659188,0.0002951514907181263
182,0.0009867099579423666,0.0002843569382093847
183,0.0006483963807113469,0.00021503018797375262
184,0.001097424770705402,0.00032015680335462093
185,0.001339760608971119,0.0002319685445399955
186,0.0005781067302450538,0.0005394072504714131
187,0.0008336403407156467,0.00043066026410087943
188,0.0007824203348718584,0.0005797473713755608
189,0.000613702810369432,0.000544732203707099
190,0.00045107287587597966,0.0002772335719782859
191,0.0006530215032398701,0.0002929310721810907
192,0.0006314830970950425,0.00032625006861053407
193,0.0006149962428025901,0.00021155898866709322
194,0.0004816676373593509,0.0003002977173309773
195,0.0006481739110313356,0.0004354346601758152
196,0.0007144391420297325,0.0003446701739449054
197,0.000576615915633738,0.0003000031865667552
198,0.0006776087102480233,0.0002580573200248182
199,0.0007289538625627756,0.00030771721503697336
